Title,Genres
Morning Star,Indie| Simulator
Assassins Creed: Odyssey - Medusa Edition,Adventure| RPG
Dis Pontibus,Indie| Puzzle
1001 Jigsaw. World Tour: France,
Blacksad: Under the Skin - Limited Edition,Adventure| Puzzle
Chyrza,Adventure
Absolute Redemption,Adventure| Shooter
Womans Prison,Simulator
Yume Noroi,Adventure
Propnight,Adventure| RPG| Strategy
Lethal Omen,Shooter
Curse,Shooter
Urban Trial Freestyle,Arcade| Platform| Racing| Simulator| Sport
Can Your Pet,Simulator
Inertial Drift: Twilight Rivals Edition,Arcade| Indie| Racing
Warriors Orochi 3 Hyper,Brawler| Fighting
Shattered Heaven,Card & Board Game| RPG| Strategy
Arcade Archives: Armed F,Arcade| Shooter
Bust-A-Move Live!,Puzzle
Dragon Ball,RPG
The Ultimate 11: SNK Football Championship,Arcade| Sport
I Am a Teacher: Super Mario Sweater,Simulator
3rd Degree,Strategy
Rapala Pro Fishing,Sport
Heartbeats: A Galactic Requiem,Point-and-Click| Puzzle
Ride Em Rigby: Regular Show,
Squeakers,Adventure| Arcade| Indie| Puzzle
2 Games In 1: Sonic Pinball Party + Columns Crown,
Bleep Bloop,Indie| Puzzle
Action Reactor,
Zhu Zhu Pets: Quest for Zhu,
Blacksad: Under the Skin - Limited Edition,Adventure| Puzzle
Learning Factory,Indie| Simulator| Strategy
Agartha,Adventure
Hinokakera the Fragments of Innocent Sinner Reinforced Edition,Fighting
Absolute Redemption,Adventure| Shooter
Womans Prison,Simulator
Letters From the Moon,Adventure| Indie
Friday Night Funkin: Miku Full Week,Arcade| Music
Lethal Omen,Shooter
Rad Venture,Indie| Platform
Panic Diet!!,Arcade| Indie
AngelKnights,RPG
Crime Patrol 2: Drug Wars,Arcade| Shooter
Hatsune Mikutchi,Simulator
Urban Trial Freestyle,Arcade| Platform| Racing| Simulator| Sport
Project-X,Shooter
Alphabet Zoo,Puzzle
Mercenary,Puzzle| Simulator
Warriors Orochi 3 Hyper,Brawler| Fighting
Sam Glyph: Private Eye!,Adventure| Indie
W.A.R.,Shooter
To Ash,Indie| RPG
JB: The Super Bass,Sport
Videocart-20: Video Whizball,Sport
I Am a Teacher: Super Mario Sweater,Simulator
Namida no Sokoban Special,Puzzle| Strategy
3rd Degree,Strategy
Guild Wars 2: Heart of Thorns - Deluxe Edition,RPG
Earth Eternal,RPG
Eight Legged Freaks,Shooter
Time,Adventure| Point-and-Click
Assassins Creed: Recollection,Turn Based Strategy
SwordBounce,Indie
Bleep Bloop,Indie| Puzzle
Action Reactor,
时之扉,Adventure| Indie| RPG| Strategy
Roguelite 2,Indie| RPG
Burnin Rubber 4,Arcade| Racing
Blacksad: Under the Skin - Limited Edition,Adventure| Puzzle
Learning Factory,Indie| Simulator| Strategy
Agartha,Adventure
Darius Cozmic Collection: Special Edition,Arcade| Shooter
Absolute Redemption,Adventure| Shooter
Womans Prison,Simulator
Shinorubi,Arcade| Indie| Shooter
Welcome to the Adamant Maintenance Monitoring Terminal,Visual Novel
Love| Ghostie,Indie| Simulator| Visual Novel
Hishou Ayu: Dreampainter,Shooter
Friday Night Funkin: Miku Full Week,Arcade| Music
Lethal Omen,Shooter
Rad Venture,Indie| Platform
Theres Nobody,Indie
Urban Trial Freestyle,Arcade| Platform| Racing| Simulator| Sport
Hakosan,Puzzle
Elden Ring: Collectors Edition,RPG
Hazel Sky,Adventure| Indie| Platform| Puzzle| RPG
Phoenix Wright: Ace Attorney - Trials and Tribulations,Adventure| Point-and-Click| Puzzle| Simulator| Visual Novel
Inertial Drift: Twilight Rivals Edition,Arcade| Indie| Racing
The Spirit and the Mouse,Adventure| Indie| Platform| Puzzle
Warriors Orochi 3 Hyper,Brawler| Fighting
Secrets of the Titanic 1912-2012,Puzzle
Cybernetic Hi-School,Adventure
Block Fortress,Strategy
Kamihime Project R,
Mesmerize: Distort,Puzzle
Action Reactor,
时之扉,Adventure| Indie| RPG| Strategy
Fowl Magic,
Learning Factory,Indie| Simulator| Strategy
Filthbreed,Shooter
Spookys Jump Scare Mansion: The Doll House,Adventure| Indie| Puzzle
Agartha,Adventure
Absolute Redemption,Adventure| Shooter
Womans Prison,Simulator
Sega Network Taisen Mahjong MJ2,Card & Board Game
Shinorubi,Arcade| Indie| Shooter
Friday Night Funkin: Miku Full Week,Arcade| Music
Lethal Omen,Shooter
Rad Venture,Indie| Platform
Panic Diet!!,Arcade| Indie
Hakosan,Puzzle
AngelKnights,RPG
Garfield in TV Land,Platform
Deer Hunter 4: World-Class Record Bucks,Shooter| Simulator| Sport
Brutalism22,Adventure
Urban Trial Freestyle,Arcade| Platform| Racing| Simulator| Sport
The Clue!,Adventure| Simulator| Strategy| Tactical
Eight Man,
JB: The Super Bass,Sport
I Am a Teacher: Super Mario Sweater,Simulator
Hazel Sky,Adventure| Indie| Platform| Puzzle| RPG
Curse,Shooter
Urban Trial Freestyle,Arcade| Platform| Racing| Simulator| Sport
The Clue!,Adventure| Simulator| Strategy| Tactical
Ultimate Block Party,Puzzle
Tunnel Runner,Puzzle
Sable Maze: Sullivan River - Collectors Edition,Adventure
Elementary My Dear Majesty!,Adventure| Puzzle
Tiny Troopers 2,Indie| Shooter
Eight Man,
JB: The Super Bass,Sport
I Am a Teacher: Super Mario Sweater,Simulator
3rd Degree,Strategy
Hysteria,Arcade| Shooter
Gogos Crazy Bones,Puzzle| Strategy
Supersonic Tank Cats,Arcade| Indie| Racing
Harakuju Tantei Gakuen: Steel Wood,Visual Novel
Eight Legged Freaks,Shooter
Block Fortress,Strategy
Garfield,
Kamihime Project R,
Mesmerize: Distort,Puzzle
Action Reactor,
Learning Factory,Indie| Simulator| Strategy
Takedown: The Introduction,Shooter
Absolute Redemption,Adventure| Shooter
Newfound Courage: Winters Fair,Adventure| Indie| Simulator
Womans Prison,Simulator
Would You Like to Run an Idol Café? 2,Adventure| Simulator
A Part of Life,Adventure| Arcade| Simulator
Welcome to the Adamant Maintenance Monitoring Terminal,Visual Novel
Half-Life: Residual Point,Shooter
Cookie Run: Project-B,Strategy
Friday Night Funkin: Miku Full Week,Arcade| Music
Deer Hunter 4: World-Class Record Bucks,Shooter| Simulator| Sport
Rad Venture,Indie| Platform
Super Distro,Adventure| Indie
Tomato Way,Adventure| Indie| Racing
Quarterback Attack with Mike Ditka,Sport
Great Little War Game,RPG| Strategy
Super Formation Soccer 94: World Cup Edition,Sport
Sudoku Mania,Puzzle
Murder Club,Adventure
Super Brawl 4,Fighting
The You Testament,Fighting
Beatmania III: Append 7thMix - keepin Evolution,Music
Little Monster Private Eye: The Mummy Mystery,Adventure
Gearhead Garage,Racing| Simulator
Karakara 2,Adventure| Indie
Kill the Superweapon,Indie
Kiloblaster,Arcade
iSpot Japan,Puzzle
Viral Survival,Arcade
Stonies,Simulator
Protolife,Indie| Strategy
Higanjima,
Eternal Edge,Adventure| Indie| RPG
Bibi Blocksberg: Big Broom Race 3,Racing| Simulator
Jump Force: Ultimate Edition,Fighting
Contraptions,Indie| Puzzle
Bal Cube,Arcade| Puzzle
Adventures of a Radish,Adventure| Arcade| Indie| Platform
Valkyria Chronicles 2: Exercise vs. Class D,Real Time Strategy| RPG| Strategy| Tactical| Turn Based Strategy
Press “A” to Party,Arcade| Platform| Racing
Adventure Light,Adventure| Indie
Dragon Quest III: HD-2D Remake,RPG
Aventura Copilului Albastru si Urat,Adventure| Indie| Point-and-Click
Watashi ha Joyuu ni Naritai no,Visual Novel
Lkyt.,Adventure| Indie| Visual Novel
Pinobee,
Willow Pattern,Arcade
Queen Marys Script Retold,Adventure
Sonic the Hedgehog: Editable ROM EYX,Platform
Tecmo World Cup 90,Sport
Great Little War Game,RPG| Strategy
Murder Club,Adventure
Beatmania III: Append 7thMix - keepin Evolution,Music
BeTrapped!,Adventure| Strategy
Star Wars: Anakins Speedway,Racing
Kill the Superweapon,Indie
Kane & Lynch: Dead Men (Mobile),Shooter
Epic War 1,
Inferno,
Forever Lost: Episode 2 SD,Adventure| Point-and-Click| Puzzle
Pixel Origin,
Seven Sacrifices,Adventure| Indie
Bibi Blocksberg: Big Broom Race 3,Racing| Simulator
New Story of Seasons,
Police Force,Shooter
机忆,Indie| Visual Novel
Adventures of a Radish,Adventure| Arcade| Indie| Platform
Dragon Quest 25th Anniversary Collection,
Nekour,
Valkyria Chronicles 2: Exercise vs. Class F,Real Time Strategy| RPG| Strategy| Tactical| Turn Based Strategy
Bullet Cove,Arcade| Indie| Shooter| Sport
Sonic GT,Adventure| Platform| Racing
Miami Nights 2: The city is yours,Simulator
Pure Bowl VR,Simulator| Sport
Dragon Quest III: HD-2D Remake,RPG
Shashingo: Learn Japanese With Photography,Indie| Simulator
Sid Meiers Civilization V: Cradle of Civilization Map Pack - Mesopotamia,Strategy
Astria,Adventure| Indie
Love is… in Small Things,
Super Kill-Boi 9000,
Queen Marys Script Retold,Adventure
Half-Life: Peaces Like Us,Shooter
Quarterback Attack with Mike Ditka,Sport
Higurashi no Naku Koro ni: Ch.6 Tsumihoroboshi Hen,Visual Novel
Painted Heart,Adventure| RPG
NFL Sports Talk Football 93,Sport
Murder Club,Adventure
Conspiracies,Adventure
Flower Design,Indie| Simulator
Coin Pusher,Indie| Simulator| Strategy
The Road to Canterbury,Adventure| Indie| RPG
Trivia for Minecraft - Craft Guide and Quiz,
Twelve Sky 2,
Ranch Planet,Shooter| Simulator
Pixel Origin,
Bibi Blocksberg: Big Broom Race 3,Racing| Simulator
Space Scavenger,Adventure| Arcade| Indie| Shooter
Shadow of the Tomb Raider: The Serpents Heart,Adventure| Shooter
Miner Lou,Indie| RPG| Strategy
Sacrifights,Indie| RPG| Shooter
Slave Pageant,
Tower of Shades,Indie| RPG
Kika & Daigo: A Curious Tale,Adventure| Indie
Coreupt,Fighting| Indie
Adventures of a Radish,Adventure| Arcade| Indie| Platform
World Beast War,Indie| RPG
Valkyria Chronicles 2: Exercise vs. Class F,Real Time Strategy| RPG| Strategy| Tactical| Turn Based Strategy
Family Feud,Quiz/Trivia
Miami Nights 2: The city is yours,Simulator
Lost Epic,Brawler| Indie| RPG
Horror Story: Hallowseed,Adventure| Indie| Simulator
Shashingo: Learn Japanese With Photography,Indie| Simulator
Uma Casa Que Não é Sua,
Love is… in Small Things,
Up,Adventure| Platform| Puzzle
Queen Marys Script Retold,Adventure
Kitten Adventure: Ultimate Meow!,Adventure| Platform| Shooter
Half-Life: Peaces Like Us,Shooter
The Adventures of Tom Sawyer,Arcade| Platform
My Coworker is an Idiot,Indie| Simulator
Sign of Silence,Adventure| Indie
Shikkoku no Sharnoth,Adventure
Die After Sunset,Adventure| Indie| Shooter
Ongeki Red Plus,Music
Shin Hayarigami 3,Adventure| Visual Novel
Miner Lou,Indie| RPG| Strategy
Arcade Archives: VS. Gradius,Arcade| Shooter
Puzzle Quest: Galactrix,Puzzle| RPG| Strategy| Turn Based Strategy
Anomaly 2,Indie| Strategy
SMW,Platform
Great Little War Game,RPG| Strategy
Pro Evolution Soccer 2012,Sport
American Gangster,Adventure| Shooter
Beatmania III: Append 7thMix - keepin Evolution,Music
Run Run Kyousoukyoku,Racing| Visual Novel
Total War: Warhammer II - Mortal Empires,Real Time Strategy| RPG| Strategy| Turn Based Strategy
WWE Mayhem,Simulator| Sport
iSpot Japan,Puzzle
Stonies,Simulator
Radical Solitaire,Card & Board Game| Indie
Raw Danger!,Adventure
Marble It Up!,Arcade| Indie| Platform| Puzzle| Racing
Bratz: Rock Angelz,Adventure| Simulator
Psychedelica of the Black Butterfly,Adventure| Visual Novel
Guilty Gear Isuka,Brawler| Fighting
Front Mission: Online,Shooter
Tokimeki Memorial 4,Simulator| Strategy
Putin| Boobs and Trump,Adventure| Indie
Moe Jigsaw,Indie| Puzzle
Royal Alchemist,RPG| Simulator| Strategy| Visual Novel
Party Jousting,Indie| Sport
Doctor Who: The Runaway,Adventure
Touhou Soujinengi V & Touhou Genso Maroku W Double Pack,Adventure| Indie| RPG
Sakura Maid,
Happyland Adventures - Xmas Edition,Adventure| Platform
Rage: Anarchy Edition,Shooter
Mario & Sonic at the Rio 2016 Olympic Games,Sport
Yu-Gi-Oh! GX: Spirit Caller,Card & Board Game| Strategy| Turn Based Strategy
Pink Goes to Hollywood,Platform
Legend of the Guardians: The Owls of GaHoole,Fighting| Simulator
Just Dance 4,Music
Half-Life: Decay,Platform| Puzzle| Shooter
Words With Friends,Card & Board Game
The Land Before Time: Into the Mysterious Beyond,
Potato Thriller,Adventure| Indie
Capsule Servant,Strategy
Chorus: An Adventure Musical,Adventure| Shooter
Location Withheld: Demake,Adventure| Point-and-Click| Puzzle
Starlord,Adventure| Simulator| Strategy
Monsters Ate My Birthday Cake,Adventure| Indie| Puzzle
Planetoid Pioneers,Adventure| Indie| Racing
Let the Cat In,Indie| Strategy
Rage: Anarchy Edition,Shooter
Phantom 2040,Brawler| Platform| Simulator| Sport
Crimson Sea,Adventure| Shooter
Real Racing,Racing
Pickle Wars,
Utsurun Desu.: Kawauso Hawaii e Iku!!!,Platform
Puzzler World 2,Indie| Puzzle| Strategy
Wing Commander: Armada,Simulator| Strategy
Danny Sullivans Indy Heat,Racing
Skies of Arcadia Legends,Adventure| RPG
The Witch and the Hundred Knight 2,Brawler| RPG
SWAT Kats: The Radical Squadron,Arcade| Platform| Shooter
Jurassic Park,Shooter
Our Darker Purpose,Indie| RPG
SiN,Adventure| Shooter
Remnants of Naezith,Adventure| Arcade| Indie| Platform| Racing
Fantasy Aquarium by DS,Simulator
Prehistoric Isle,Arcade| Shooter
The Under Presents,Adventure| Indie
Birdsong,Adventure| Indie| Platform
Onimusha: Dawn of Dreams,Adventure
AquaNox 2: Revelation,Shooter| Simulator
The Sims 4: Laundry Day Stuff,Adventure| RPG| Simulator
MLB 10: The Show,Simulator| Sport
Avernum 6,Indie| RPG
Druidstone: The Secret of the Menhir Forest,Adventure| Indie| Puzzle| RPG| Strategy| Tactical| Turn Based Strategy
Sonic X,Platform| Simulator
Modern Combat: Sandstorm,Shooter
Defunct,Adventure| Indie| Racing
Luminous Arc,RPG| Strategy| Turn Based Strategy
Revenge of Justice,RPG| Turn Based Strategy
Neverwinter Nights 2: Storm of Zehir,RPG
Velocibox,Arcade| Indie| Racing
Zoo Tycoon,Real Time Strategy| Simulator| Strategy
Husk,Adventure| Indie
Love Hina: Totsuzen no Engeji Happening,Adventure
Ore no Imouto ga Konnani Kawaii Wake ga Nai. HappyenD,
Samurai Showdown,Fighting
Narcos: Rise of the Cartels,Adventure| Simulator| Strategy| Turn Based Strategy
Portal 2: Peer Review,Adventure| Puzzle
Radio General,Indie| Simulator| Strategy
Onsen Master,Adventure| Arcade| Indie| Simulator| Strategy
Star Soldier R,Shooter
Melty Blood Actress Again,Fighting
Pac-Man Museum,Arcade| Puzzle
River City Ransom: Underground,Brawler| Indie| RPG| Sport
Friday Night Bullet Arena,Indie
Saviors,Indie| Strategy
Bishoujo Senshi Sailor Moon S: Kondo ha Puzzle de Oshioki yo!!,Puzzle
The Sims 2: H&M Fashion Stuff,Adventure| RPG| Simulator| Strategy
Empire of Sin,Adventure| RPG| Strategy| Tactical
Seasons after Fall,Adventure| Indie| Platform| Puzzle| RPG
Rugrats: Scavenger Hunt,Platform| Puzzle| Strategy
Megabyte Punch,Adventure| Brawler| Fighting| Indie| Platform
Jimmy and the Pulsating Mass,Indie| RPG
Dance Dance Revolution Winx Club,Music
Period Cube: Shackles of Amadeus,Adventure| RPG| Visual Novel
Dance Dance Revolution Winx Club,Music
Resistance is Fruitile,Arcade| Indie| Shooter
VirtuaVerse,Adventure| Indie| Point-and-Click| Puzzle
SD Gundam Online,Platform| RPG| Shooter| Strategy
Carmageddon 3: TDR 2000,Indie| Racing
Army Men: Sarges War,Shooter
NHL 2002,Simulator| Sport
Blast Factor,Arcade| Shooter
Rendezvous With Rama,Adventure
Timeframe,Adventure| Indie
Psi Knuckle,
Nemesis 2,Arcade| Shooter
NFL Fever 2003,Sport
Marvel Puzzle Quest,Puzzle| RPG
The Dark Eye: Chains of Satinav,Adventure| Indie| Point-and-Click| Puzzle| RPG
Tiger Woods PGA Tour 2001,Simulator| Sport
Kaptain Brawe: A Brawe New World,Adventure| Indie| Point-and-Click| Puzzle
Close Combat: Modern Tactics,Real Time Strategy| Simulator| Strategy
Zanac-Ex,Shooter
DJMax Portable 3,Music
Even Cowgirls Bleed,Indie
Hi no Tori: Gaou no Bouken,Platform
My Animal Centre in Africa,
Sacred Underworld,RPG
Snake 97: retro phone classic,
Big Sisters Ass,
Vintage Year,Indie
Keio Flying Squadron 2,Adventure| Platform| Shooter
The Low Road,Adventure| Indie| Music| Point-and-Click| Puzzle
Forever Kingdom,RPG
Gargoyles Quest,Adventure| Platform| RPG
Pure,Racing
Porky Pigs Haunted Holiday,Platform
Pixel Puzzle Collection,Puzzle
Unavowed,Adventure| Indie| Point-and-Click| Puzzle| RPG
NightCry,Adventure| Indie| Point-and-Click
Harvest Moon: Animal Parade,RPG| Simulator
Piano Tiles 2,Arcade| Music| Puzzle
Marvels Guardians of the Galaxy: Cloud Version,Adventure| RPG| Shooter
Blitzkrieg 2,Real Time Strategy
Formula One 06,Racing| Simulator
Real Boxing,Fighting| Sport
Layer - Simple is Hard,Puzzle
Ikachan,Adventure| Arcade| Indie| RPG
Midway Arcade Treasures 3,Arcade| Racing
Snake Rattle n Roll,Platform
Tom Clancys Splinter Cell: Pandora Tomorrow,Adventure| Shooter
Dusty Revenge: Co-Op Edition,Brawler| Indie
Ragnarok M: Eternal Love,RPG| Simulator
Burger Shop,Simulator
Saint Seiya Online,RPG
Bike Race,Racing| Sport
Atelier Marie: The Alchemist of Salburg,RPG
Brothers in Arms: Hells Highway,Shooter| Simulator| Strategy
Fist of the North Star: Kens Rage,Brawler| Fighting
Sakura Spirit,Adventure| Indie
Gabriel Knight 3: Blood of the Sacred| Blood of the Damned,Adventure
Lincity,Simulator
Miracle Calamity Homeostasis,Adventure| Indie
Thomas Was Alone: Benjamins Flight,Adventure| Indie| Platform| Puzzle
Treasures of the Aegean,Adventure| Arcade| Indie| Platform| Puzzle
Bread Kittens,Simulator
Block,Arcade
MegaMacho Oco,Indie| Platform
100 Hidden Frogs,Adventure| Indie| Point-and-Click
United Heist,Adventure| Indie
Yahari Game Demo Ore no Seishun Love-come wa Machigatteiru. Kan,Adventure| Visual Novel
Iron Sky: Operation High Jump,
Mobile Suit Gundam Extreme Vs. 2 OverBoost,Arcade| Fighting
Sword of Hope,RPG
Inline,Indie| Strategy
Marvels Guardians of the Galaxy: Cloud Version,Adventure| RPG| Shooter
The Chronicles of Emerland Solitaire,Puzzle| Turn Based Strategy
Yargis: Space Melee,Adventure| Indie| Simulator| Strategy
Gamma-Attack,Shooter
Saint Sword,Adventure| Platform
King of Kings,Strategy
Sword of Hope,RPG
PolitiCats,
Dragona,
Kamaitachi no Yoru Triple: Mikazukishima Jiken no Shinsou,
Curse of the Crescent Isle,Platform
Babo Violent 2,Shooter
You Dont Know Jack: Louder! Faster! Funnier!,Quiz/Trivia
Of Mice and Sand: Revised,Adventure| Racing| Simulator| Strategy
Agricola,Strategy
Soldiers Lost Forever (1914-1918),Indie
Arcade Archives: Argus,Arcade| Shooter
Oik 5,Indie
Timeflow - Time and Money Simulator,Indie| RPG| Simulator| Strategy
Super Arcade Racing,Adventure| Arcade| Indie| Racing| Sport
Mahou no Princess Minky Momo Fantastic World,Adventure| Visual Novel
Dangerous Fellows,Adventure| Simulator| Visual Novel
Agent-00,Adventure| Indie| Puzzle
Front Mission Evolved: Wanzer Pack 2,Shooter| Simulator
Broll,Adventure| Indie| Platform
Bionicle Mistika,Arcade| Shooter
Rubies in Space,Platform
Mojito the Cat,Adventure| Indie| Puzzle
A Tiny Flicker,Platform| Puzzle
Fighter X Fighter,Adventure| Indie
Yuukyuu no Eden: The Eternal Eden,RPG
Namco: Featuring Pac-Man,Arcade| Shooter
Mario Party 7: Bowsers Lair Hockey,
Under the Moon,Adventure| Puzzle
Idinaloq,Shooter
Natural: Beyond Nature,Adventure| Indie| Visual Novel
The Light Corridor,Arcade| Strategy
Supreme Ruler 1936,Indie| Simulator| Strategy
Adams Venture Chronicles,Adventure| Indie| Puzzle
Hyper Knights,Adventure| Indie
Natural: Beyond Nature,Adventure| Indie| Visual Novel
